time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2014-10-13T15:24:01.020Z,47.652,-121.9676667,7.78,2.87,ml,37,76,0.04763,0.54,uw,uw60891637,2016-07-22T19:40:09.590Z,"2km N of Ames Lake, Washington",earthquake,0.59,1.34,0.18,132,reviewed,uw,uw
2014-10-12T06:24:59.130Z,47.1013333,-122.737,58.065,3.5,ml,80,33,0.1257,0.2,uw,uw60891152,2017-04-02T03:26:20.224Z,"6km NNE of Tanglewilde-Thompson Place, Washington",earthquake,0.3,0.66,0.199,213,reviewed,uw,uw
2014-10-11T11:12:06.490Z,47.6926667,-121.94,24.822,2.55,ml,52,66,0.08036,0.33,uw,uw60890817,2016-07-22T19:40:00.160Z,"1km W of Lake Marcel-Stillwater, Washington",earthquake,0.48,0.78,0.188,75,reviewed,uw,uw
2014-09-24T15:17:32.450Z,45.1385,-122.6191667,28.561,2.65,ml,18,93,0.1202,0.1,uw,uw60886161,2016-07-22T19:38:35.840Z,"3km WSW of Molalla, Oregon",earthquake,0.3,0.6,0.187,47,reviewed,uw,uw
2014-09-24T11:59:40.470Z,44.8245,-123.7935,53.375,2.75,ml,23,133,0.2696,0.35,uw,uw60885986,2016-07-22T19:38:35.490Z,"13km NE of Siletz, Oregon",earthquake,0.88,1.36,0.148,76,reviewed,uw,uw
2014-09-17T10:06:12.840Z,47.5613333,-123.0091667,16.201,3.98,ml,64,72,0.06053,0.39,uw,uw60881241,2019-07-13T20:34:20.277Z,"16km WSW of Seabeck, Washington",earthquake,0.47,0.79,0.206,249,reviewed,uw,uw
2014-09-16T12:43:41.420Z,46.3296667,-122.3771667,13.626,2.95,ml,45,50,0.03438,0.18,uw,uw60880366,2016-07-22T19:38:01.520Z,"26km SSW of Morton, Washington",earthquake,0.29,0.64,0.21,93,reviewed,uw,uw
2014-09-04T15:05:48.780Z,47.8716667,-121.6555,9.949,2.6,ml,30,49,0.1022,0.09,uw,uw60869711,2016-07-22T19:37:20.110Z,"3km ENE of Gold Bar, Washington",earthquake,0.18,0.79,0.164,57,reviewed,uw,uw
2014-09-04T08:52:01.220Z,45.3665,-121.7138333,2.193,2.56,ml,32,58,0.03088,0.2,uw,uw60869306,2016-07-22T19:37:17.970Z,"20km E of Mount Hood Village, Oregon",earthquake,0.25,0.8,0.165,62,reviewed,uw,uw
2014-09-03T07:56:20.030Z,47.8768333,-121.6353333,7.909,2.65,ml,41,49,0.1159,0.3,uw,uw60868421,2016-07-22T19:37:14.280Z,"5km ENE of Gold Bar, Washington",earthquake,0.41,0.84,0.176,60,reviewed,uw,uw
2014-08-05T17:24:58.140Z,47.4081667,-122.0316667,19.15,2.55,ml,27,51,0.05829,0.23,uw,uw60835742,2016-07-22T19:35:38.060Z,"2km NNE of Maple Valley, Washington",earthquake,0.33,0.59,0.191,60,reviewed,uw,uw
2014-08-03T14:26:14.800Z,46.196,-122.1842,1,2.5,md,,50,0.009,0.79,us,usb000rzng,2016-07-12T19:43:53.920Z,"37km NNE of Amboy, Washington",earthquake,,8,0.4,5,reviewed,uw,uw
2014-08-01T22:40:55.900Z,48.6773,-123.4938,46.7,2.6,ml,,115,0.036,0.4,us,usb000rzd9,2016-07-22T19:35:20.720Z,"19km SE of Duncan, Canada",earthquake,,4.2,0.2,30,reviewed,uw,uw
2014-08-01T07:27:38.400Z,48.6161667,-121.9581667,-1.041,2.51,ml,14,75,0.172,0.27,uw,uw60831957,2016-07-22T19:35:15.930Z,"24km ENE of Sedro-Woolley, Washington",earthquake,0.53,1.08,0.182,31,reviewed,uw,uw
2014-07-28T11:04:34.740Z,47.4581667,-122.7983333,26.406,3.53,ml,84,26,0.04963,0.39,uw,uw60828527,2017-04-02T03:21:24.079Z,"2km ENE of Belfair, Washington",earthquake,0.39,0.82,0.188,212,reviewed,uw,uw
2014-07-25T10:01:05.790Z,47.7385,-121.996,-0.001,2.85,ml,37,50,0.03235,0.43,uw,uw60826997,2016-07-22T19:32:57.860Z,"0km WSW of Duvall, Washington",earthquake,0.41,0.97,0.145,126,reviewed,uw,uw
2014-07-14T19:02:21.030Z,46.1751667,-116.442,-1.154,2.6,md,12,126,1.456,3.62,uw,uw60817592,2016-07-22T19:32:06.950Z,northern Idaho,earthquake,25.88,95.56,0.127,9,reviewed,uw,uw
2014-06-16T20:40:41.440Z,48.5183333,-123.273,23.851,3.01,ml,26,89,0.11,0.15,uw,uw60810216,2016-07-22T19:30:24.220Z,"11km NE of Victoria, Canada",earthquake,0.29,0.48,0.255,50,reviewed,uw,uw
2014-06-16T19:02:47.400Z,46.2928333,-116.7375,-0.76,2.75,md,4,279,1.99,3.19,uw,uw60810061,2016-07-22T19:30:22.950Z,northern Idaho,earthquake,75.89,57.95,0.212,4,reviewed,uw,uw
2014-06-11T19:46:58.000Z,46.0823,-116.8815,4.8,2.9,md,,284,2.183,0.24,us,usc000re8w,2014-09-12T15:47:15.000Z,"31km SSE of Asotin, Washington",earthquake,,8.1,0.2,4,reviewed,uw,uw
2014-06-01T09:40:25.450Z,47.6965,-123.0978333,39.985,2.55,ml,33,37,0.05607,0.21,uw,uw60798341,2016-07-22T19:29:30.170Z,"20km WNW of Seabeck, Washington",earthquake,0.37,0.7,0.175,52,reviewed,uw,uw
2014-05-25T11:21:43.490Z,48.2033333,-122.7125,55.871,3.11,ml,49,32,0.101,0.24,uw,uw60783282,2017-04-02T03:16:21.520Z,"2km SW of Coupeville, Washington",earthquake,0.41,0.76,0.2,117,reviewed,uw,uw
2014-05-22T22:20:11.570Z,47.5866667,-116.0363333,25.39,2.76,md,10,164,0.8842,0.52,uw,uw60779917,2016-07-22T19:29:09.650Z,"4km WSW of Wallace, Idaho",earthquake,5.85,5.88,0.131,8,reviewed,uw,uw
2014-05-06T04:07:39.600Z,42.288,-124.6661667,23.937,3.19,ml,18,220,0.7447,0.22,uw,uw60756827,2016-07-22T19:28:25.520Z,"24km WSW of Gold Beach, Oregon",earthquake,1.23,1.75,0.142,27,reviewed,uw,uw
2014-05-03T22:50:39.030Z,47.8763333,-121.6375,8.07,2.82,ml,33,49,0.1145,0.18,uw,uw60754112,2016-07-22T19:28:19.610Z,"4km ENE of Gold Bar, Washington",earthquake,0.33,0.58,0.219,57,reviewed,uw,uw
2014-05-02T22:02:14.030Z,46.7415,-116.0646667,-1.95,2.5,md,4,253,1.41,2.49,uw,uw60752327,2016-07-22T19:28:16.840Z,northern Idaho,earthquake,26.01,43.22,0.252,4,reviewed,uw,uw
2014-04-27T14:44:16.300Z,42.0901667,-123.706,35.373,2.56,ml,13,155,0.2892,0.09,uw,uw60745677,2016-07-22T19:27:57.700Z,"9km SSW of Cave Junction, Oregon",earthquake,0.47,0.65,0.179,14,reviewed,uw,uw
2014-04-24T04:18:58.760Z,47.3151667,-123.7978333,30.838,2.63,ml,26,147,0.09062,0.27,uw,uw60743077,2016-07-22T19:27:50.750Z,"17km SSE of Quinault Census Designated Place, Washington",earthquake,0.58,0.98,0.18,49,reviewed,uw,uw
2014-04-21T03:50:16.020Z,42.068,-119.0115,12.306,2.64,md,9,199,0.4595,0.29,uw,uw60745356,2018-06-29T23:06:57.078Z,"34km WNW of Denio Junction, Nevada",earthquake,1.39,1.25,0.084,9,reviewed,uw,uw
2014-04-20T14:39:20.610Z,42.0795,-119.026,12.356,2.86,md,10,197,0.4571,0.28,uw,uw60745211,2018-06-29T23:06:52.793Z,"37km WNW of Denio Junction, Nevada",earthquake,1.91,1.39,0.158,10,reviewed,uw,uw
2014-04-07T03:33:12.630Z,45.3975,-122.9041667,19.387,3.32,ml,39,39,0.1022,0.12,uw,uw60733657,2019-07-06T21:38:02.343Z,"6km NW of Sherwood, Oregon",earthquake,0.2,0.41,0.211,128,reviewed,uw,uw
